#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-1A1E72DAFF6DB8BC-2DB551FFA7EC6267
#datatype	hitsFull Results
#status	0
#Start time	2025-02-24T22:46:58	Run time	0:00:00:33
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#58 - >apobec2_crocodiles_XM_019546696.1	superfamily	462396	58	225	2.52141e-58	181.795	cl38258	APOBEC_N superfamily	 - 	 - 	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#58 - >apobec2_crocodiles_XM_019546696.1	non-specific	465854	78	194	6.01738e-38	128.147	pfam18750	SNAD4	 - 	cl39020	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#58 - >apobec2_crocodiles_XM_019546696.1	superfamily	465854	78	194	6.01738e-38	128.147	cl39020	SNAD4 superfamily	 - 	 - 	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#58 - >apobec2_crocodiles_XM_019546696.1	non-specific	461599	147	227	5.37545e-31	109.11	pfam05240	APOBEC_C	 - 	cl46425	APOBEC-like C-terminal domain; This domain is found at the C-termini of the Apolipoprotein B mRNA editing enzyme.
Q#58 - >apobec2_crocodiles_XM_019546696.1	superfamily	480765	147	227	5.37545e-31	109.11	cl46425	APOBEC4 superfamily	 - 	 - 	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#58 - >apobec2_crocodiles_XM_019546696.1	non-specific	436733	58	227	8.32115e-31	111.689	pfam18782	NAD2	 - 	cl40079	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#58 - >apobec2_crocodiles_XM_019546696.1	superfamily	436733	58	227	8.32115e-31	111.689	cl40079	NAD2 superfamily	 - 	 - 	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#58 - >apobec2_crocodiles_XM_019546696.1	non-specific	436728	123	196	2.55795e-16	70.8284	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#58 - >apobec2_crocodiles_XM_019546696.1	non-specific	408545	123	197	4.6074e-14	66.4358	pfam18774	APOBEC4_like	N	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#58 - >apobec2_crocodiles_XM_019546696.1	superfamily	408545	123	197	4.6074e-14	66.4358	cl39018	APOBEC4_like superfamily	N	 - 	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#58 - >apobec2_crocodiles_XM_019546696.1	non-specific	408540	118	183	1.19252e-09	54.0488	pfam18769	APOBEC1	N	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#58 - >apobec2_crocodiles_XM_019546696.1	superfamily	408540	118	183	1.19252e-09	54.0488	cl39016	APOBEC1 superfamily	N	 - 	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#58 - >apobec2_crocodiles_XM_019546696.1	specific	238610	67	146	3.60914e-05	41.5578	cd01283	cytidine_deaminase	 - 	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#58 - >apobec2_crocodiles_XM_019546696.1	superfamily	444801	67	146	3.60914e-05	41.5578	cl00269	cytidine_deaminase-like superfamily	 - 	 - 	Cytidine and deoxycytidylate deaminase zinc-binding region. The family contains cytidine deaminases, nucleoside deaminases, deoxycytidylate deaminases and riboflavin deaminases. Also included are the apoBec family of mRNA editing enzymes.  All members are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate.
Q#59 - >apobec2_turtles_XM_030561397.1	specific	465865	56	220	4.4203e-73	219.457	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#59 - >apobec2_turtles_XM_030561397.1	superfamily	465865	56	220	4.4203e-73	219.457	cl40077	NAD1 superfamily	 - 	 - 	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#59 - >apobec2_turtles_XM_030561397.1	non-specific	465863	56	220	4.34028e-72	216.697	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#59 - >apobec2_turtles_XM_030561397.1	superfamily	465863	56	220	4.34028e-72	216.697	cl40073	APOBEC2 superfamily	 - 	 - 	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#59 - >apobec2_turtles_XM_030561397.1	non-specific	462396	56	218	2.29298e-64	196.818	pfam08210	APOBEC_N	 - 	cl38258	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#59 - >apobec2_turtles_XM_030561397.1	superfamily	462396	56	218	2.29298e-64	196.818	cl38258	APOBEC_N superfamily	 - 	 - 	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#59 - >apobec2_turtles_XM_030561397.1	non-specific	465854	71	187	3.37037e-46	148.948	pfam18750	SNAD4	 - 	cl39020	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#59 - >apobec2_turtles_XM_030561397.1	superfamily	465854	71	187	3.37037e-46	148.948	cl39020	SNAD4 superfamily	 - 	 - 	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#59 - >apobec2_turtles_XM_030561397.1	non-specific	436733	57	220	6.18427e-36	124.786	pfam18782	NAD2	 - 	cl40079	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#59 - >apobec2_turtles_XM_030561397.1	superfamily	436733	57	220	6.18427e-36	124.786	cl40079	NAD2 superfamily	 - 	 - 	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#59 - >apobec2_turtles_XM_030561397.1	non-specific	461599	140	220	3.83398e-31	109.11	pfam05240	APOBEC_C	 - 	cl46425	APOBEC-like C-terminal domain; This domain is found at the C-termini of the Apolipoprotein B mRNA editing enzyme.
Q#59 - >apobec2_turtles_XM_030561397.1	superfamily	480765	140	220	3.83398e-31	109.11	cl46425	APOBEC4 superfamily	 - 	 - 	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#59 - >apobec2_turtles_XM_030561397.1	non-specific	436728	116	189	4.24844e-17	72.7544	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#59 - >apobec2_turtles_XM_030561397.1	non-specific	408545	90	190	8.88339e-17	73.7545	pfam18774	APOBEC4_like	N	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#59 - >apobec2_turtles_XM_030561397.1	superfamily	408545	90	190	8.88339e-17	73.7545	cl39018	APOBEC4_like superfamily	N	 - 	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#59 - >apobec2_turtles_XM_030561397.1	non-specific	408540	95	176	5.39008e-11	57.5156	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#59 - >apobec2_turtles_XM_030561397.1	superfamily	408540	95	176	5.39008e-11	57.5156	cl39016	APOBEC1 superfamily	 - 	 - 	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#60 - >apobec2_turtles_XM_006119340.3	specific	465865	57	221	1.55911e-72	217.916	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#60 - >apobec2_turtles_XM_006119340.3	superfamily	465865	57	221	1.55911e-72	217.916	cl40077	NAD1 superfamily	 - 	 - 	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#60 - >apobec2_turtles_XM_006119340.3	non-specific	465863	57	221	1.44917e-71	215.541	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#60 - >apobec2_turtles_XM_006119340.3	superfamily	465863	57	221	1.44917e-71	215.541	cl40073	APOBEC2 superfamily	 - 	 - 	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#60 - >apobec2_turtles_XM_006119340.3	non-specific	462396	57	219	8.99759e-64	195.662	pfam08210	APOBEC_N	 - 	cl38258	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
